Movie_name,Rating,Duration,Release_year,Genre,Director,Num_Reviews,Metascore,Summary
197. Rang De Basanti,8.1,2h 47m,2006,comedy,Rakeysh Omprakash Mehra, (124K),N/A,"The story of six young Indians who assist an English woman to film a documentary on the freedom fighters from their past, and the events that lead them to relive the long-forgotten saga of freedom."
198. She's the Man,6.4,1h 45m,2006,comedy,Andy Fickman, (183K),45,"When her brother decides to ditch for a couple weeks, Viola heads over to his elite boarding school, disguised as him, and proceeds to fall for his school's star soccer player, and soon learns she's not the only one with romantic troubles."
199. Starter for 10,6.7,1h 32m,2006,comedy,Tom Vaughan, (26K),69,"Set in 1985, working-class student Brian Jackson (McAvoy) navigates his first year at Bristol University."
200. The Ant Bully,5.8,1h 28m,2006,comedy,John A. Davis, (43K),59,"After Lucas Nickle floods an ant colony with his water gun, he's magically shrunken down to insect size and sentenced to hard labor in the ruins."
204. The Girl Who Leapt Through Time,7.7,1h 38m,2006,comedy,Mamoru Hosoda, (73K),66,"A high-school girl named Makoto acquires the power to travel back in time, and decides to use it for her own personal benefits. Little does she know that she is affecting the lives of others just as much as she is her own."
220. Dan in Real Life,6.8,1h 38m,2007,comedy,Peter Hedges, (109K),65,A widower finds out the woman he fell in love with is his brother's girlfriend.
223. Enchanted,7.1,1h 47m,2007,comedy,Kevin Lima, (223K),75,"A young maiden in a land called Andalasia, who is prepared to be wed, is sent away to New York City by an evil Queen, where she falls in love with a lawyer."
227. Hot Fuzz,7.8,2h 1m,2007,comedy,Edgar Wright, (549K),81,"An overachieving London police sergeant is transferred to a village where the easygoing officers object to his fervor for regulations, all while a string of grisly murders strikes the town."
230. Jab We Met,7.9,2h 18m,2007,comedy,Imtiaz Ali, (61K),N/A,A depressed wealthy businessman finds his life changing after he meets a spunky and care-free young woman.
231. Juno,7.4,1h 36m,2007,comedy,Jason Reitman, (560K),81,"Faced with an unplanned pregnancy, an offbeat young woman makes a selfless decision regarding the unborn child."
232. Knocked Up,6.9,2h 9m,2007,comedy,Judd Apatow, (391K),85,"For fun-loving party animal Ben Stone, the last thing he ever expected was for his one-night stand to show up on his doorstep eight weeks later to tell him she's pregnant with his child."
235. Meet the Robinsons,6.8,1h 35m,2007,comedy,Stephen J. Anderson, (116K),61,"Lewis is a brilliant inventor who meets mysterious stranger named Wilbur Robinson, whisking Lewis away in a time machine and together they team up to track down Bowler Hat Guy in a showdown that ends with an unexpected twist of fate."
239. Nancy Drew,5.9,1h 39m,2007,comedy,Andrew Fleming, (22K),53,"Teen detective Nancy Drew accompanies her father on a business trip to Los Angeles, where she happens upon clues to a murder mystery involving a movie star."
243. Om Shanti Om,6.8,2h 42m,2007,comedy,Farah Khan, (52K),N/A,"In the 1970s, Om, an aspiring actor, is murdered, but is immediately reincarnated into the present day. He attempts to discover the mystery of his demise and find Shanti, the love of his previous life."
245. P.S. I Love You,7.0,2h 6m,2007,comedy,Richard LaGravenese, (222K),39,A young widow discovers that her late husband has left her 10 messages intended to help ease her pain and start a new life.
246. Ratatouille,8.1,1h 51m,2007,comedy,Brad Bird, (873K),96,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.
249. Shoot 'Em Up,6.6,1h 26m,2007,comedy,Michael Davis, (157K),49,"A man named Mr. Smith delivers a woman's baby during a shootout, and is then called upon to protect the newborn from the army of gunmen."
252. Superbad,7.6,1h 53m,2007,comedy,Greg Mottola, (658K),76,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.
255. Teeth,5.4,1h 34m,2007,comedy,Mitchell Lichtenstein, (48K),57,"Still a stranger to her own body, a high school student discovers she has a physical advantage when she becomes the object of male violence."
257. The Bucket List,7.4,1h 37m,2007,comedy,Rob Reiner, (265K),42,Two terminally ill men escape from a cancer ward and head off on a road trip with a wish list of to-dos before they die.
258. The Cake Eaters,6.3,1h 26m,2007,comedy,Mary Stuart Masterson, (7.5K),60,Two families are brought together by the return of one family's son -- a reunion that conjures up old ghosts and issues that must be addressed.
259. The Game Plan,6.4,1h 50m,2007,comedy,Andy Fickman, (102K),44,An NFL quarterback living the bachelor lifestyle discovers that he has an 8-year-old daughter from a previous relationship.
"272. Angus, Thongs and Perfect Snogging",6.3,1h 40m,2008,comedy,Gurinder Chadha, (31K),N/A,"The story centers on a 14-year-old girl who keeps a diary about the ups and downs of being a teenager, including the things she learns about kissing."
276. CJ7,6.4,1h 28m,2008,comedy,Stephen Chow, (18K),46,A poor Chinese laborer learns important lessons after his son gets a strange new toy.
"278. Definitely, Maybe",7.1,1h 52m,2008,comedy,Adam Brooks, (178K),59,A political consultant tries to explain his impending divorce and past relationships to his 11-year-old daughter.
284. Gaalipata,8.3,2h 26m,2008,comedy,Yograj Bhat, (1.4K),N/A,Three best friends goes to Thirthahalli for their vacation but there of then falls in love with three girls.
285. Ghost Town,6.7,1h 42m,2008,comedy,David Koepp, (79K),72,"Bertram Pincus is a man whose people skills leave much to be desired. When Pincus dies unexpectedly, but is miraculously revived after seven minutes, he wakes up to discover that he now has the annoying ability to see ghosts."
287. Hancock,6.4,1h 32m,2008,comedy,Peter Berg, (525K),49,Hancock is a superhero whose ill-considered behavior regularly causes damage in the millions. He changes when the person he saves helps him improve his public image.
288. Harold & Kumar Escape from Guantanamo Bay,6.5,1h 54m,2008,comedy,Jon Hurwitz, (144K),57,"After being mistaken for terrorists and thrown into Guantánamo Bay, stoners Harold and Kumar escape and return to the U.S., where they proceed to flee across the country with federal agents in hot pursuit."
290. Horton Hears a Who!,6.8,1h 26m,2008,comedy,Jimmy Hayward, (154K),71,Horton the Elephant struggles to protect a microscopic community from his neighbors who refuse to believe it exists.
293. Jaane Tu... Ya Jaane Na,7.4,2h 35m,2008,comedy,Abbas Tyrewala, (29K),N/A,Two best friends being convinced that they are not in love search for each other's love.
294. Kung Fu Panda,7.6,1h 32m,2008,comedy,Mark Osborne, (545K),74,"To everyone's surprise, including his own, Po, an overweight, clumsy panda, is chosen as protector of the Valley of Peace. His suitability will soon be tested as the valley's arch-enemy is on his way."
299. Nick and Norah's Infinite Playlist,6.6,1h 30m,2008,comedy,Peter Sollett, (96K),64,"Two newly acquainted music-lovers spend the night scouting the streets of New York City in search of their favourite band's surprise secret show. All the while, they're both being chased after by their tempting but devious exes."
300. Pineapple Express,6.9,1h 51m,2008,comedy,David Gordon Green, (364K),64,A process server and his marijuana dealer wind up on the run from hitmen and a corrupt police officer after he witnesses his dealer's boss murder a competitor while trying to serve papers on him.
303. Rab Ne Bana Di Jodi,7.2,2h 47m,2008,comedy,Aditya Chopra, (56K),N/A,"A breathtaking, goose flesh igniting, awe inspiring love journey of an ordinary man Suri and his 'total opposite' love Taani."
306. Role Models,6.8,1h 39m,2008,comedy,David Wain, (245K),61,Wild behavior forces a pair of energy drink reps to enroll in a Big Brother program.
308. Sex Drive,6.5,1h 49m,2008,comedy,Sean Anders, (94K),49,A high-school senior drives cross-country with his best friends to hook up with a babe he met online.
310. Step Brothers,6.9,1h 38m,2008,comedy,Adam McKay, (329K),51,Two aimless middle-aged losers still living at home are forced against their will to become roommates when their parents marry.
323. The Sisterhood of the Traveling Pants 2,6.2,1h 59m,2008,comedy,Sanaa Hamri, (31K),63,Four college freshmen and best friends find that it may take more than a shared pair of jeans to help them stay in touch as their lives go in different directions.
331. Yes Man,6.8,1h 44m,2008,comedy,Peyton Reed, (393K),46,"A man challenges himself to say ""yes"" to everything."
332. Zack and Miri Make a Porno,6.5,1h 41m,2008,comedy,Kevin Smith, (184K),56,"Lifelong platonic friends Zack and Miri look to solve their respective cash-flow problems by making an adult film together. As the cameras roll, however, the duo begin to sense that they may have more feelings for each other than they previously thought."
333. 3 Idiots,8.4,2h 50m,2009,comedy,Rajkumar Hirani, (453K),67,"Two friends are searching for their long lost companion. They revisit their college days and recall the memories of their friend who inspired them to think differently, even as the rest of the world called them ""idiots""."
335. 500 Days of Summer,7.7,1h 35m,2009,comedy,Marc Webb, (584K),76,"After being dumped by the girl he believes to be his soulmate, hopeless romantic Tom Hansen reflects on their relationship to try and figure out where things went wrong and how he can win her back."
336. Adventureland,6.8,1h 47m,2009,comedy,Greg Mottola, (172K),76,"In the summer of 1987, a college graduate takes a 'nowhere' job at his local amusement park, only to find it's the perfect course to get him prepared for the real world."
338. A Serious Man,7.0,1h 46m,2009,comedy,Ethan Coen, (154K),88,"Larry Gopnik, a Midwestern physics teacher, watches his life unravel over multiple sudden incidents. Despite seeking meaning and answers amidst his turmoils, he seems to keep sinking."
342. Defendor,6.7,1h 41m,2009,comedy,Peter Stebbings, (38K),57,"Arthur Poppington, a regular man who adopts a superhero persona, known as ""Defendor"", combs the city streets at night, in search of his archenemy, Captain Industry."
345. Fired Up!,6.1,1h 30m,2009,comedy,Will Gluck, (47K),31,The two most popular guys in high school decide to ditch football camp for cheerleader camp. For the girls and for the glory.
"347. I Love You, Man",7.0,1h 45m,2009,comedy,John Hamburg, (221K),70,"Friendless Peter Klaven goes on a series of man-dates to find a Best Man for his wedding. But, when his insta-bond with his new B.F.F. puts a strain on his relationship with his fiancée, can the trio learn to live happily ever after?"
349. Jennifer's Body,5.5,1h 42m,2009,comedy,Karyn Kusama, (160K),47,A newly-possessed high-school cheerleader turns into a succubus who specializes in killing her male classmates. Can her best friend put an end to the horror?
351. Love Aaj Kal,6.8,2h 8m,2009,comedy,Imtiaz Ali, (18K),N/A,An old-fashioned romantic tells his personal love story to a modern man who has just broken up with his girlfriend. Has love really ever changed?
352. Maleyali Jotheyali,7.1,2h 18m,2009,comedy,Preetham Gubbi, (134),N/A,Preetham escapes from his wealthy father who's hounding him to get married after an astrologer tells that it will be good for the family and meets two interesting girls on his way.
363. The Hangover,7.7,1h 40m,2009,comedy,Todd Phillips, (878K),73,Three buddies wake up from a bachelor party in Las Vegas with no memory of the previous night and the bachelor missing. They must make their way around the city in order to find their friend in time for his wedding.
365. The Invention of Lying,6.4,1h 40m,2009,comedy,Ricky Gervais, (153K),58,"A comedy set in a world where no one has ever lied, until a writer seizes the opportunity for personal gain."
367. The Proposal,6.8,1h 48m,2009,comedy,Anne Fletcher, (377K),48,"When New York editor Margaret faces deportation, she convinces her assistant Andrew to marry her in return for a promotion. However, when she visits his hometown, it changes her in many ways."
370. Up,8.3,1h 36m,2009,comedy,Pete Docter, (1.2M),88,"78-year-old Carl Fredricksen travels to South America in his house equipped with balloons, inadvertently taking a young stowaway."
371. Up in the Air,7.4,1h 49m,2009,comedy,Jason Reitman, (354K),83,"Ryan's job is to travel around the country firing off people. When his boss hires Natalie, who proposes firing people via video conference, he tries to convince her that her method is a mistake."
374. Zombieland,7.5,1h 28m,2009,comedy,Ruben Fleischer, (641K),73,"A shy student trying to reach his family in Ohio, a gun-toting bruiser in search of the last Twinkie and a pair of sisters striving to get to an amusement park join forces in a trek across a zombie-filled America."
376. Beginners,7.2,1h 45m,2010,comedy,Mike Mills, (96K),81,"Oliver, a graphic designer, is attracted to a free-spirited and unpredictable Anna. Memories of his father encourage him to open himself up to the potential of a true and long-lasting relationship."
378. Despicable Me,7.6,1h 35m,2010,comedy,Pierre Coffin, (605K),72,"Gru, a criminal mastermind, adopts three orphans as pawns to carry out the biggest heist in history. His life takes an unexpected turn when the little girls see the evildoer as their potential father."
387. Jackie,7.5,2h 6m,2010,comedy,Suri, (2K),N/A,"Life takes a turn for Jackie, a happy-go-lucky chap who has to go in search of a girl for whose disappearance he has taken the blame."
388. Kick-Ass,7.6,1h 57m,2010,comedy,Matthew Vaughn, (607K),66,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so."
390. Love & Other Drugs,6.7,1h 52m,2010,comedy,Edward Zwick, (234K),55,"In 1990s Pittsburgh, a medicine peddler starts a relationship with a young woman suffering from Parkinson's disease."
398. Tangled,7.7,1h 40m,2010,comedy,Nathan Greno, (515K),71,"The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is."
405. Toy Story 3,8.3,1h 43m,2010,comedy,Lee Unkrich, (924K),92,"The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home."
"411. Crazy, Stupid, Love.",7.4,1h 58m,2011,comedy,Glenn Ficarra, (587K),68,"A middle-aged husband's life changes dramatically when his wife asks him for a divorce. He seeks to rediscover his manhood with the help of a newfound friend, Jacob, learning to pick up girls at bars."
412. Damsels in Distress,5.8,1h 39m,2011,comedy,Whit Stillman, (10K),67,"A trio of girls set out to change the male-dominated environment of the Seven Oaks college campus, and to rescue their fellow students from depression, grunge and low standards of every kind."
413. Detention,5.6,1h 33m,2011,comedy,Joseph Kahn, (17K),45,"As a copycat killer named after movie villain Cinderhella stalks the student body at Grizzly Lake High School, a group of co-eds band together to survive while serving detention."
422. Kiraathaka,7.5,2h 41m,2011,comedy,Pradeep Raj, (339),N/A,This romantic comedy movie revolves around how Gooly manages to win over Nethra despite the rivalry between both their villages.
423. Kung Fu Panda 2,7.3,1h 30m,2011,comedy,Jennifer Yuh Nelson, (335K),67,"Po and his friends fight to stop a peacock villain from conquering China with a deadly new weapon, but first the Dragon Warrior must come to terms with his past."
427. Rio,6.9,1h 36m,2011,comedy,Carlos Saldanha, (259K),63,"When Blu, a domesticated macaw from small-town Minnesota, meets the fiercely independent Jewel, he takes off on an adventure to Rio de Janeiro with the bird of his dreams."
435. The Artist,7.8,1h 40m,2011,comedy,Michel Hazanavicius, (252K),89,"When George, a silent movie superstar, meets Peppy Miller, a dancer, sparks fly between the two. However, after the introduction of talking pictures, their fortunes change, affecting their dynamic."
436. The Descendants,7.3,1h 55m,2011,comedy,Alexander Payne, (255K),84,A land baron tries to reconnect with his two daughters after his wife is seriously injured in a boating accident.
"442. Turn Me On, Dammit!",6.3,1h 16m,2011,comedy,Jannicke Systad Jacobsen, (9.8K),70,"In Skoddeheimen, Norway, 15-year-old Alma is consumed by her hormones and fantasies that range from sweetly romantic images of Artur, the boyfriend she yearns for, to daydreams about practically everybody she lays eyes on."
444. Vishnuvardhana,7.4,2h 49m,2011,comedy,Ponkumaran, (862),N/A,"A man who has a dream of making easy money, falls in a series of complex situations when he accidentally finds a gangster's phone."
447. 21 Jump Street,7.2,1h 49m,2012,comedy,Phil Lord, (618K),69,A pair of underachieving cops are sent back to a local high school to blend in and bring down a synthetic drug ring.
448. American Reunion,6.7,1h 53m,2012,comedy,Jon Hurwitz, (228K),49,"Jim, Michelle, Stifler, and their friends reunite in East Great Falls, Michigan for their high school reunion."
451. Barfi!,8.1,2h 31m,2012,comedy,Anurag Basu, (89K),N/A,Three young people learn that love can neither be defined nor contained by society's definition of normal and abnormal.
452. Brave,7.1,1h 33m,2012,comedy,Mark Andrews, (458K),69,"Determined to make her own path in life, Princess Merida defies a custom that brings chaos to her kingdom. Granted one wish, Merida must rely on her bravery and her archery skills to undo a beastly curse."
455. Django Unchained,8.5,2h 45m,2012,comedy,Quentin Tarantino, (1.8M),81,"With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation owner in Mississippi."
465. Romeo,6.7,2h 35m,2012,comedy,PC Shekar, (134),N/A,Good for nothing Ganesh who comes from a poor family falls in love with Shruthi when he goes for an interview. He pursues her and fools her into thinking that he's the son of a rich businessman.
466. Safety Not Guaranteed,6.9,1h 26m,2012,comedy,Colin Trevorrow, (133K),72,Three magazine employees head out on an assignment to interview a guy who placed a classified advertisement seeking a companion for time travel.
480. Vicky Donor,7.7,2h 6m,2012,comedy,Shoojit Sircar, (46K),N/A,"A man is brought in by an infertility doctor to supply him with his sperm, where he becomes the biggest sperm donor for his clinic."
481. Wadjda,7.5,1h 38m,2012,comedy,Haifaa Al-Mansour, (22K),81,An enterprising Saudi girl signs on for her school's Koran recitation competition as a way to raise the remaining funds she needs in order to buy the green bicycle that has captured her interest.
482. Wreck-It Ralph,7.7,1h 41m,2012,comedy,Rich Moore, (476K),72,Ralph is tired of playing the role of a bad guy and embarks on a journey to become a video game hero. But he accidentally lets loose a deadly enemy that threatens the entire arcade.
485. About Time,7.8,2h 3m,2013,comedy,Richard Curtis, (408K),55,"At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think."
493. Blue Jasmine,7.3,1h 38m,2013,comedy,Woody Allen, (216K),78,"A New York socialite, deeply troubled and in denial, arrives in San Francisco to impose upon her sister. She looks like a million dollars but isn't bringing money, peace or love."
497. Director's Special,7.5,N/A,2013,comedy,Guruprasad, (140),N/A,A story about a person who brings four unknown as his family. How it unfolds is the story
499. Frozen,7.4,1h 42m,2013,comedy,Chris Buck, (683K),75,"Fearless optimist Anna teams up with rugged mountain man Kristoff and his loyal reindeer Sven in an epic journey to find Anna's sister Elsa, whose icy powers have trapped the kingdom of Arendelle in eternal winter."
513. Raja Rani,7.6,2h 40m,2013,comedy,Atlee, (6.3K),N/A,"John and Regina, who dislike each other, are forced to get married and lead troubled lives. However, things take a turn when the couple suffers a sudden tragedy."
516. Saving Mr. Banks,7.5,2h 5m,2013,comedy,John Lee Hancock, (172K),65,"P. L. Travers, a London author who is financially broke, visits Los Angeles to meet Walt Disney, who is keen to adapt her Mary Poppins books for the cinema. However, his methods do not meet her approval."
517. Simple Agi Ondh Love Story,8.0,2h 10m,2013,comedy,Suni, (2.6K),N/A,"Kushal (Rakshit Shetty) is sent by his radio jockey sister Rachana to Kodagu to meet her boyfriend's sister in the hope that the two will take a liking to each other, leading to marriage, and thus paving the way for her own marriage. Kushal meets a bubbly girl Kushi (Shwetha Srivatsav) in the house he is sent to, but the rest of the family is out of town. The two share their past romantic liaisons before falling in love with each other. It turns out, though, that the girl is not who she pretends to be. The film takes a curious turn from here."
519. Soodhu Kavvum,8.3,2h 15m,2013,comedy,Nalan Kumarasamy, (12K),N/A,"Das, with his team, kidnap Arumai, son of a politician, who has been planning his own kidnapping to extract money from his father. Problems arise, when an insane cop is brought to handle the case."
531. Victory,7.2,N/A,2013,comedy,Nanda Kishore, (195),N/A,A comedy thriller narrates how one small misunderstanding between the lead pair lead to critical situations. Twist in the story is at the intermission.
533. Queen,8.1,2h 26m,2013,comedy,Vikas Bahl, (70K),N/A,A Delhi girl from a traditional family sets out on a solo honeymoon after her marriage gets cancelled.
535. What If,6.8,1h 38m,2013,comedy,Michael Dowse, (83K),59,"Wallace, who is burned out from a string of failed relationships, forms an instant bond with Chantry, who lives with her longtime boyfriend. Together, they puzzle out what it means if your best friend is also the love of your life."
536. Adhyaksha,7.4,2h 27m,2014,comedy,Nanda Kishore, (284),N/A,"Chandru (Sharan) likes a school teacher very much named Kalyani (Asmita Sood). But he couldn't express his fondness to her directly, so he sends Aishwarya (Hebah Patel) with a love letter to give her. Though Kalyani refuses his love, Aishwarya did not tell him that. On a separate incident, Aishwarya's father fixed her marriage but she was not ready to marry before finishing her study. Chandru stops the marriage by involving police into the matter, which made Aishwarya to fall in love with Chandru. So instead of telling about Kalyani 's refusal she started to receive gifts in the name of Kalyani. To find out what happens next watch the film."
537. Birdman or (The Unexpected Virtue of Ignorance),7.7,1h 59m,2014,comedy,Alejandro G. Iñárritu, (679K),87,"A washed-up superhero actor attempts to revive his fading career by writing, directing, and starring in a Broadway production."
542. Cooties,5.7,1h 28m,2014,comedy,Jonathan Milott, (30K),49,"A mysterious virus hits an isolated elementary school, transforming the kids into a feral swarm of mass savages. An unlikely hero must lead a motley band of teachers in the fight of their lives."
550. Guardians of the Galaxy,8.0,2h 1m,2014,comedy,James Gunn, (1.3M),76,A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.
553. Housebound,6.7,1h 47m,2014,comedy,Gerard Johnstone, (39K),76,"A young woman is forced to return to her childhood home after being placed under house arrest, where she suspects that something evil may be lurking."
556. Jai Lalitha,6.8,N/A,2014,comedy,Ponkumaran, (42),N/A,N/A
571. Tusk,5.4,1h 42m,2014,comedy,Kevin Smith, (68K),55,A brash and arrogant podcaster gets more than he bargained for when he travels to Canada to interview a mysterious recluse... who has a rather disturbing fondness for walruses.
579. American Ultra,6.1,1h 36m,2015,comedy,Nima Nourizadeh, (98K),50,A stoner - who is in fact a government agent - is marked as a liability and targeted for extermination. But he's too well-trained and too high for them to handle.
580. Bajrangi Bhaijaan,8.1,2h 43m,2015,comedy,Kabir Khan, (103K),N/A,An Indian man with a magnanimous heart takes a young mute Pakistani girl back to her homeland to reunite her with her family.
587. Goosebumps,6.3,1h 43m,2015,comedy,Rob Letterman, (98K),60,"A teenager teams up with the daughter of young-adult horror author R.L. Stine after the writer's imaginary demons are set free on the town of Madison, Delaware."
591. Master Piece,6.2,2h 38m,2015,comedy,Manju Mandavya, (1.1K),N/A,"Revolves around Yuva, who turns into a local gangster despite her mother's wishes and later regrets his decision."
592. Me and Earl and the Dying Girl,7.7,1h 45m,2015,comedy,Alfonso Gomez-Rejon, (142K),74,"High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer."
599. Spy,7.0,2h,2015,comedy,Paul Feig, (266K),75,A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer and prevent diabolical global disaster.
600. The Big Short,7.8,2h 10m,2015,comedy,Adam McKay, (505K),81,"In 2006-2007 a group of investors bet against the United States mortgage market. In their research, they discover how flawed and corrupt the market is."
602. The Diary of a Teenage Girl,6.8,1h 42m,2015,comedy,Marielle Heller, (34K),87,A teen artist living in 1970s San Francisco enters into an affair with her mother's boyfriend.
603. The DUFF,6.4,1h 41m,2015,comedy,Ari Sandel, (104K),56,"A high school senior instigates a social pecking order revolution after finding out that she has been labeled the DUFF - Designated Ugly Fat Friend - by her prettier, more popular counterparts."
604. The Final Girls,6.5,1h 31m,2015,comedy,Todd Strauss-Schulson, (54K),59,"A young woman grieving the loss of her mother, a famous scream queen from the 1980s, finds herself pulled into the world of her mom's most famous movie. Reunited, the women must fight off the film's maniacal killer."
605. The Intern,7.1,2h 1m,2015,comedy,Nancy Meyers, (290K),51,"Seventy-year-old widower Ben Whittaker has discovered that retirement isn't all it's cracked up to be. Seizing an opportunity to get back in the game, he becomes a senior intern at an online fashion site, founded and run by Jules Ostin."
614. A Hologram for the King,6.1,1h 38m,2016,comedy,Tom Tykwer, (48K),58,A failed American sales rep looks to recoup his losses by traveling to Saudi Arabia and selling his company's product to a wealthy monarch.
619. Colossal,6.2,1h 49m,2016,comedy,Nacho Vigalondo, (71K),70,"Gloria is an out-of-work party girl forced to leave her life in New York City and move back home. When reports surface that a giant creature is destroying Seoul, she gradually comes to the realization that she is somehow connected to this phenomenon."
622. Hunt for the Wilderpeople,7.8,1h 41m,2016,comedy,Taika Waititi, (147K),81,A national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild New Zealand bush.
624. Kirik Party,8.2,2h 39m,2016,comedy,Rishab Shetty, (7.6K),N/A,"Kirik Party is the story of a gang of mischievous students, lead by the protagonist Karna (Rakshit Shetty), who has just joined an engineering college."
626. La La Land,8.0,2h 8m,2016,comedy,Damien Chazelle, (711K),94,"When Sebastian, a pianist, and Mia, an actress, follow their passion and achieve success in their respective fields, they find themselves torn between their love for each other and their careers."
629. Neighbors 2: Sorority Rising,5.7,1h 32m,2016,comedy,Nicholas Stoller, (133K),58,"When their new next-door neighbors turn out to be a sorority even more debaucherous than the fraternity that lived there before, Mac and Kelly team with their former enemy, Teddy, to bring the girls down."
644. The Nice Guys,7.4,1h 56m,2016,comedy,Shane Black, (390K),70,"In 1970s Los Angeles, a mismatched pair of private eyes investigate a missing girl and the mysterious death of a porn star."
651. American Made,7.1,1h 55m,2017,comedy,Doug Liman, (218K),65,"The story of Barry Seal, an American pilot who became a drug-runner for the CIA in the 1980s in a clandestine operation that would be exposed as the Iran-Contra Affair."
652. Chamak,6.7,2h 35m,2017,comedy,Suni, (873),N/A,"Kush, a gynaecologist and a playboy refuses his family's wishes to marry because his freedom will be curtailed if he marries. He later marries Khushi, an innocent girl while acting as if he is also an innocent guy in front of her family."
657. Story of an Egg,7.9,2h 4m,2017,comedy,Raj B. Shetty, (1.7K),N/A,"Janardhan a 28 year old Kannada Lecturer from Mangalore who is quite an introvert comes to know from an astrologer that he would attain sanyasa (embrace asceticism) if he doesn't get married within a year. Hearing this Janardhan is now in a situation of trouble & desperation as he has never had a decent conversation with females until now in his life & all the proposals his family has seen also has gone in vain as he doesn't look great,physically. Janardhan continues his search for a beautiful bride. In this journey he faces various situations & conflicts which in turn gives him a chance to revisit his inner core & experience his self discovery. Does Janardhan find his bride or does he attain spiritual path? forms the rest of the story."
659. Teenage Mutant Ninja Turtles: Out of the Shadows,5.9,1h 52m,2016,comedy,Dave Green, (103K),40,"The Turtles get into another battle with their enemy the Shredder, who has acquired new allies: the mutant thugs Bebop and Rocksteady and the alien being Krang."
660. Happy Death Day,6.6,1h 36m,2017,comedy,Christopher Landon, (174K),58,"A college student must relive the day of her murder over and over again, in a loop that will end only when she discovers her killer's identity."
661. Thor: Ragnarok,7.9,2h 10m,2017,comedy,Taika Waititi, (847K),74,"Imprisoned on the planet Sakaar, Thor must race against time to return to Asgard and stop Ragnarök, the destruction of his world, at the hands of the powerful and ruthless villain Hela."
662. Heartbreakers,6.3,2h 3m,2001,comedy,David Mirkin, (60K),47,A mother and daughter con team seduce and scam wealthy men.
663. Operation Alamelamma,7.9,2h 18m,2017,comedy,Suni, (1.2K),N/A,Purmy's life takes a drastic turn when he is threatened to pay the ransom for rescuing his school-going son and gets unjustly arrested for the same.
668. Matchstick Men,7.3,1h 56m,2003,comedy,Ridley Scott, (141K),61,A phobic con artist and his protégé are on the verge of pulling off a lucrative swindle when the former's teenage daughter arrives unexpectedly.
672. Florence Foster Jenkins,6.8,1h 51m,2016,comedy,Stephen Frears, (61K),71,"The story of Florence Foster Jenkins, a New York heiress who dreamed of becoming an opera singer, despite having a terrible singing voice."
"678. I, Tonya",7.5,1h 59m,2017,comedy,Craig Gillespie, (251K),77,"Competitive ice skater Tonya Harding rises amongst the ranks at the U.S. Figure Skating Championships, but her future in the activity is thrown into doubt when her ex-husband intervenes."
"679. Three Billboards Outside Ebbing, Missouri",8.1,1h 55m,2017,comedy,Martin McDonagh, (577K),88,A mother personally challenges the local authorities to solve her daughter's murder when they fail to catch the culprit.
680. Lady Bird,7.4,1h 34m,2017,comedy,Greta Gerwig, (348K),93,"A fiercely independent teenager tries to make her own way in the world while wanting to get out of her hometown of Sacramento, California and to get away from her complicated mother and recently-unemployed father."
681. Jumanji: Welcome to the Jungle,7.0,1h 59m,2017,comedy,Jake Kasdan, (473K),58,"Four teenagers are sucked into a magical video game, and the only way they can escape is to work together to finish the game."
689. Legally Blonde,6.5,1h 36m,2001,comedy,Robert Luketic, (263K),59,"Fashionable sorority queen Elle Woods follows her ex-boyfriend to law school, where she discovers that there is more to her than just looks."
690. A Lot Like Love,6.6,1h 47m,2005,comedy,Nigel Cole, (72K),48,"On a flight from LA to NY, Oliver and Emily make a connection, only to decide that they are not meant to be together. Over the next seven years, however, they are reunited repeatedly, and go from acquaintances to close friends to - lovers?"
695. Sankashta Kara Ganapathi,6.6,1h 56m,2018,comedy,Arjun Kumar, (180),N/A,A cartoonist with a neurological disorder tries to achieve his goal and also goes on to impress the girl he loves.
696. A Simple Favor,6.8,1h 57m,2018,comedy,Paul Feig, (174K),67,"Stephanie is a single mother with a parenting vlog who befriends Emily, a secretive upper-class woman who has a child at the same elementary school. When Emily goes missing, Stephanie takes it upon herself to investigate."
701. Blockers,6.2,1h 42m,2018,comedy,Kay Cannon, (89K),69,Three parents try to stop their daughters from losing their virginity on prom night.
